ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
INCV163A,High latency on network segment [segment],Port [port_number] on switch SW-MGMT-01 non-functional. 15 devices disconnected.,Network,High,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,18-03-2026 10:36,Resolved,53
INCO208K,DHCP pool exhausted in [subnet],Port [port_number] on switch SW-DMZ-01 non-functional. 37 devices disconnected.,Network,High,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,16-03-2026 10:36,Closed,30
INCY266W,VLAN configuration error on SW-DMZ-01,Port [port_number] on switch SW-DMZ-01 non-functional. 35 devices disconnected.,Network,High,Fixed DNS server configuration and cleared cache. Domain mail.company.com resolution working normally.,05-01-2026 10:36,Resolved,48
INCD242M,Network connectivity issues in Building A,Port [port_number] on switch SW-DMZ-01 non-functional. 29 devices disconnected.,Network,High,Replaced faulty port module on SW-MGMT-01. All 46 devices reconnected successfully.,15-04-2025 10:36,Closed,49
INCI902O,High latency on network segment [segment],Port [port_number] on switch SW-DMZ-01 non-functional. 26 devices disconnected.,Network,High,Fixed DNS server configuration and cleared cache. Domain app.company.com resolution working normally.,07-01-2026 10:36,Closed,28
INCX946K,Switch port failure on SW-MGMT-01,Port [port_number] on switch SW-CORE-01 non-functional. 9 devices disconnected.,Network,Low,Identified faulty network cable and replaced. Connectivity restored to Branch Office with 0% packet loss.,13-02-2026 10:36,Closed,45
INCL339V,Network connectivity issues in Building A,Port [port_number] on switch SW-CORE-01 non-functional. 50 devices disconnected.,Network,High,Fixed DNS server configuration and cleared cache. Domain api.company.com resolution working normally.,22-07-2025 10:36,Closed,17
INCV660J,Wireless connectivity issues in [area],Port [port_number] on switch SW-CORE-01 non-functional. 5 devices disconnected.,Network,Critical,Expanded DHCP pool range for subnet [subnet]. Additional 9 IP addresses available.,01-05-2025 10:36,Closed,17
INCU382O,Network connectivity issues in Branch Office,Port [port_number] on switch SW-CORE-01 non-functional. 46 devices disconnected.,Network,Medium,Identified faulty network cable and replaced. Connectivity restored to Branch Office with 0% packet loss.,13-09-2025 10:36,Resolved,23
INCK797F,Bandwidth utilization high on [interface],Port [port_number] on switch SW-CORE-01 non-functional. 26 devices disconnected.,Network,Low,Expanded DHCP pool range for subnet [subnet]. Additional 12 IP addresses available.,07-10-2025 10:36,Resolved,22
INCA114L,DNS resolution failures for mail.company.com,Port [port_number] on switch SW-ACCESS-02 non-functional. 6 devices disconnected.,Network,High,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,30-11-2025 10:36,Resolved,23
INCB297M,Network connectivity issues in Building A,Port [port_number] on switch SW-ACCESS-02 non-functional. 48 devices disconnected.,Network,Medium,Replaced faulty port module on SW-MGMT-01. All 24 devices reconnected successfully.,27-05-2025 10:36,Closed,4
INCW436F,DNS resolution failures for company.com,Port [port_number] on switch SW-ACCESS-02 non-functional. 40 devices disconnected.,Network,Medium,Corrected VLAN [vlan_id] configuration on SW-ACCESS-02. Inter-VLAN routing restored.,04-02-2026 10:36,Resolved,38
INCS484H,High latency on network segment [segment],Port [port_number] on switch SW-ACCESS-02 non-functional. 40 devices disconnected.,Network,Medium,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,12-05-2025 10:36,Closed,32
INCO349F,Bandwidth utilization high on [interface],Port [port_number] on switch SW-ACCESS-02 non-functional. 30 devices disconnected.,Network,Low,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,24-12-2025 10:36,Closed,63
INCK247O,DHCP pool exhausted in [subnet],Port [port_number] on switch SW-ACCESS-02 non-functional. 16 devices disconnected.,Network,Low,Expanded DHCP pool range for subnet [subnet]. Additional 35 IP addresses available.,23-11-2025 10:36,Closed,53
INCP023C,Group membership review for [group_name],New employee sarah.johnson requires access to SAP. Role: [role]. Manager approval: [manager].,Access Management,High,Configured MFA for mike.wilson using [device_type]. Authentication testing successful.,19-10-2025 10:36,Closed,30
INCD426S,Role-based access review required,New employee sarah.johnson requires access to Oracle EBS. Role: [role]. Manager approval: [manager].,Access Management,Critical,Reset service account 38 password. Updated [dependent_services] service configurations.,24-02-2026 10:36,Closed,42
INCE579V,Privileged account audit request,New employee sarah.johnson requires access to Office 365. Role: [role]. Manager approval: [manager].,Access Management,Medium,Unlocked account for jane.smith after identity verification. Password reset completed successfully.,01-01-2026 10:36,Resolved,20
INCP451K,Permission escalation required for jane.smith,New employee sarah.johnson requires access to Active Directory. Role: [role]. Manager approval: [manager].,Access Management,Low,Completed [group_name] membership review. Removed 26 inactive members.,09-09-2025 10:36,Closed,49
INCA673R,Service account password reset,New employee sarah.johnson requires access to Active Directory. Role: [role]. Manager approval: [manager].,Access Management,Low,Configured MFA for david.brown using [device_type]. Authentication testing successful.,07-05-2025 10:36,Closed,40
INCJ716J,User access request for Active Directory,New employee sarah.johnson requires access to Active Directory. Role: [role]. Manager approval: [manager].,Access Management,Critical,Reset service account 11 password. Updated [dependent_services] service configurations.,17-07-2025 10:36,Closed,31
INCZ439R,Service account password reset,New employee sarah.johnson requires access to Active Directory. Role: [role]. Manager approval: [manager].,Access Management,Critical,Revoked all access for terminated employee david.brown. Access removal verified across all systems.,15-10-2025 10:36,Resolved,71
INCJ743J,Privileged account audit request,New employee mike.wilson requires access to SAP. Role: [role]. Manager approval: [manager].,Access Management,Medium,Granted temporary elevated permissions to jane.smith. Automatic revocation scheduled for [date].,26-12-2025 10:36,Closed,70
INCC395Q,Role-based access review required,New employee mike.wilson requires access to Oracle EBS. Role: [role]. Manager approval: [manager].,Access Management,Medium,Fixed SSO configuration for Active Directory. Identity provider integration restored successfully.,27-01-2026 10:36,Closed,53
INCB058L,Group membership review for [group_name],New employee mike.wilson requires access to AWS Console. Role: [role]. Manager approval: [manager].,Access Management,Critical,Granted sarah.johnson appropriate access to Active Directory based on role [role]. Manager approval verified.,19-06-2025 10:36,Closed,70
INCO323Y,Single sign-on configuration issue,New employee mike.wilson requires access to AWS Console. Role: [role]. Manager approval: [manager].,Access Management,Critical,Reset service account 14 password. Updated [dependent_services] service configurations.,08-08-2025 10:36,Resolved,56
INCC046U,Group membership review for [group_name],New employee john.doe requires access to Office 365. Role: [role]. Manager approval: [manager].,Access Management,Critical,Granted temporary elevated permissions to john.doe. Automatic revocation scheduled for [date].,13-06-2025 10:36,Closed,21
INCX052S,Account lockout for user david.brown,New employee john.doe requires access to Office 365. Role: [role]. Manager approval: [manager].,Access Management,High,Granted temporary elevated permissions to sarah.johnson. Automatic revocation scheduled for [date].,24-11-2025 10:36,Closed,37
INCU718R,Service account password reset,New employee john.doe requires access to AWS Console. Role: [role]. Manager approval: [manager].,Access Management,High,Completed privileged account audit. 40 findings documented and remediation planned.,10-03-2026 10:36,Closed,20
INCT905R,Single sign-on configuration issue,New employee john.doe requires access to AWS Console. Role: [role]. Manager approval: [manager].,Access Management,Medium,Completed role-based access review for [department]. 19 access changes implemented.,23-02-2026 10:36,Closed,59
INCC067J,Single sign-on configuration issue,New employee jane.smith requires access to SAP. Role: [role]. Manager approval: [manager].,Access Management,Critical,Revoked all access for terminated employee jane.smith. Access removal verified across all systems.,13-07-2025 10:36,Closed,6
INCS210C,Multi-factor authentication setup,New employee jane.smith requires access to AWS Console. Role: [role]. Manager approval: [manager].,Access Management,Medium,Revoked all access for terminated employee john.doe. Access removal verified across all systems.,21-12-2025 10:36,Closed,36
INCO423B,Permission escalation required for jane.smith,New employee david.brown requires access to AWS Console. Role: [role]. Manager approval: [manager].,Access Management,Low,Granted temporary elevated permissions to john.doe. Automatic revocation scheduled for [date].,25-07-2025 10:36,Closed,24
INCS565E,Bandwidth utilization high on [interface],Network latency on segment [segment] increased to 971ms. Application performance affected.,Network,High,Identified faulty network cable and replaced. Connectivity restored to Data Center with 0% packet loss.,06-11-2025 10:36,Closed,58
INCB991J,Network equipment overheating in Building A,Network latency on segment [segment] increased to 968ms. Application performance affected.,Network,Medium,Corrected VLAN [vlan_id] configuration on SW-DMZ-01. Inter-VLAN routing restored.,11-12-2025 10:36,Closed,6
INCH768O,DNS resolution failures for company.com,Network latency on segment [segment] increased to 945ms. Application performance affected.,Network,Low,Relocated wireless access point and adjusted antenna positioning. Signal strength improved in [area].,02-05-2025 10:36,Closed,18
INCJ226M,Wireless connectivity issues in [area],Network latency on segment [segment] increased to 890ms. Application performance affected.,Network,Medium,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,02-07-2025 10:36,Closed,52
INCK421W,VLAN configuration error on SW-ACCESS-02,Network latency on segment [segment] increased to 803ms. Application performance affected.,Network,Low,Improved ventilation and cleaned equipment fans. Temperature normalized in Building B.,25-04-2025 10:36,Resolved,24
INCM613B,Network connectivity issues in Building A,Network latency on segment [segment] increased to 800ms. Application performance affected.,Network,High,Identified faulty network cable and replaced. Connectivity restored to Building A with 0% packet loss.,21-09-2025 10:36,Closed,44
INCP105A,High latency on network segment [segment],Network latency on segment [segment] increased to 701ms. Application performance affected.,Network,Medium,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 91%.,22-08-2025 10:36,Resolved,9
INCX921J,Bandwidth utilization high on [interface],Network latency on segment [segment] increased to 653ms. Application performance affected.,Network,Medium,Improved ventilation and cleaned equipment fans. Temperature normalized in Branch Office.,15-12-2025 10:36,Resolved,30
INCD961E,VLAN configuration error on SW-ACCESS-02,Network latency on segment [segment] increased to 529ms. Application performance affected.,Network,Critical,Fixed DNS server configuration and cleared cache. Domain mail.company.com resolution working normally.,19-04-2025 10:36,Resolved,59
INCY675V,DNS resolution failures for company.com,Network latency on segment [segment] increased to 523ms. Application performance affected.,Network,High,Expanded DHCP pool range for subnet [subnet]. Additional 13 IP addresses available.,19-02-2026 10:36,Resolved,21
INCY078S,Routing table corruption on [router],Network latency on segment [segment] increased to 491ms. Application performance affected.,Network,Medium,Optimized QoS settings and upgraded interface capacity. Latency reduced to 617ms.,01-06-2025 10:36,Closed,35
INCO955K,Network connectivity issues in Remote Site,Network latency on segment [segment] increased to 464ms. Application performance affected.,Network,Critical,Replaced faulty port module on SW-ACCESS-02. All 36 devices reconnected successfully.,25-08-2025 10:36,Resolved,67
INCH204A,Network equipment overheating in Building A,Network latency on segment [segment] increased to 397ms. Application performance affected.,Network,High,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 78%.,16-10-2025 10:36,Closed,5
INCO082T,Bandwidth utilization high on [interface],Network latency on segment [segment] increased to 336ms. Application performance affected.,Network,Critical,Replaced faulty port module on SW-ACCESS-02. All 9 devices reconnected successfully.,17-10-2025 10:36,Closed,1
INCK676J,High latency on network segment [segment],Network latency on segment [segment] increased to 302ms. Application performance affected.,Network,Low,Corrected VLAN [vlan_id] configuration on SW-MGMT-01. Inter-VLAN routing restored.,21-12-2025 10:36,Closed,37
INCI201U,High latency on network segment [segment],Network latency on segment [segment] increased to 263ms. Application performance affected.,Network,Low,Relocated wireless access point and adjusted antenna positioning. Signal strength improved in [area].,16-12-2025 10:36,Closed,50
INCN063G,Network connectivity issues in Remote Site,Network equipment in Remote Site overheating. Temperature reading 30°C above normal.,Network,High,Replaced faulty port module on SW-MGMT-01. All 15 devices reconnected successfully.,01-09-2025 10:36,Closed,48
INCP812Z,High latency on network segment [segment],Network equipment in Remote Site overheating. Temperature reading 26°C above normal.,Network,Low,Corrected VLAN [vlan_id] configuration on SW-MGMT-01. Inter-VLAN routing restored.,01-02-2026 10:36,Closed,30
INCN702D,High latency on network segment [segment],Network equipment in Remote Site overheating. Temperature reading 21°C above normal.,Network,High,Expanded DHCP pool range for subnet [subnet]. Additional 12 IP addresses available.,16-06-2025 10:36,Closed,52
INCM418Y,Network equipment overheating in Remote Site,Network equipment in Data Center overheating. Temperature reading 32°C above normal.,Network,High,Replaced faulty port module on SW-ACCESS-02. All 15 devices reconnected successfully.,13-02-2026 10:36,Closed,65
INCW326X,DHCP pool exhausted in [subnet],Network equipment in Data Center overheating. Temperature reading 20°C above normal.,Network,Medium,Expanded DHCP pool range for subnet [subnet]. Additional 17 IP addresses available.,03-09-2025 10:36,Resolved,17
INCC875H,Routing table corruption on [router],Network equipment in Building B overheating. Temperature reading 33°C above normal.,Network,Low,Optimized QoS settings and upgraded interface capacity. Latency reduced to 625ms.,11-03-2026 10:36,Resolved,7
INCQ667O,VLAN configuration error on SW-DMZ-01,Network equipment in Building B overheating. Temperature reading 33°C above normal.,Network,Critical,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,13-11-2025 10:36,Closed,23
INCS284Z,Wireless connectivity issues in [area],Network equipment in Building B overheating. Temperature reading 32°C above normal.,Network,Critical,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,30-12-2025 10:36,Closed,45
INCM745K,Routing table corruption on [router],Network equipment in Building B overheating. Temperature reading 31°C above normal.,Network,High,Relocated wireless access point and adjusted antenna positioning. Signal strength improved in [area].,26-02-2026 10:36,Closed,9
INCU666Y,Bandwidth utilization high on [interface],Network equipment in Building B overheating. Temperature reading 29°C above normal.,Network,Medium,Identified faulty network cable and replaced. Connectivity restored to Branch Office with 0% packet loss.,22-06-2025 10:36,Resolved,66
INCJ257H,Network equipment overheating in Remote Site,Network equipment in Building B overheating. Temperature reading 28°C above normal.,Network,Medium,Replaced faulty port module on SW-DMZ-01. All 43 devices reconnected successfully.,21-08-2025 10:36,Closed,48
INCT319L,DHCP pool exhausted in [subnet],Network equipment in Building B overheating. Temperature reading 25°C above normal.,Network,Critical,Improved ventilation and cleaned equipment fans. Temperature normalized in Data Center.,24-06-2025 10:36,Closed,36
INCC254D,Switch port failure on SW-MGMT-01,Network equipment in Building A overheating. Temperature reading 23°C above normal.,Network,High,Implemented traffic shaping and upgraded [interface] bandwidth. Utilization reduced to 70%.,04-10-2025 10:36,Closed,61
INCY495O,DNS resolution failures for company.com,Network equipment in Building A overheating. Temperature reading 15°C above normal.,Network,Medium,Improved ventilation and cleaned equipment fans. Temperature normalized in Branch Office.,16-07-2025 10:36,Resolved,30
INCC522U,High latency on network segment [segment],Network equipment in Branch Office overheating. Temperature reading 33°C above normal.,Network,Medium,Corrected VLAN [vlan_id] configuration on SW-CORE-01. Inter-VLAN routing restored.,27-09-2025 10:36,Closed,8
INCJ504D,High latency on network segment [segment],Network equipment in Branch Office overheating. Temperature reading 30°C above normal.,Network,Critical,Optimized QoS settings and upgraded interface capacity. Latency reduced to 328ms.,17-11-2025 10:36,Resolved,9
INCS624V,DHCP pool exhausted in [subnet],Network equipment in Branch Office overheating. Temperature reading 30°C above normal.,Network,Medium,Replaced faulty port module on SW-MGMT-01. All 25 devices reconnected successfully.,09-08-2025 10:36,Resolved,59
INCK058B,DHCP pool exhausted in [subnet],Network equipment in Branch Office overheating. Temperature reading 26°C above normal.,Network,Medium,Optimized QoS settings and upgraded interface capacity. Latency reduced to 352ms.,21-01-2026 10:36,Closed,50
INCM080R,Network equipment overheating in Data Center,Network equipment in Branch Office overheating. Temperature reading 17°C above normal.,Network,Critical,Expanded DHCP pool range for subnet [subnet]. Additional 26 IP addresses available.,11-09-2025 10:36,Resolved,72
INCI185S,Suspicious login attempts detected,Multiple failed login attempts detected for user sarah.johnson from IP [ip_address]. Potential brute force attack.,Security,Critical,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,26-04-2025 10:36,Closed,42
INCC629T,SSL certificate expiring for api.company.com,Multiple failed login attempts detected for user mike.wilson from IP [ip_address]. Potential brute force attack.,Security,High,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,30-10-2025 10:36,Resolved,66
INCK681I,Security patch deployment required,Multiple failed login attempts detected for user mike.wilson from IP [ip_address]. Potential brute force attack.,Security,High,Renewed SSL certificate for mail.company.com. Certificate installed and verified across all services.,10-02-2026 10:36,Closed,52
INCN497A,Phishing email reported by user,Multiple failed login attempts detected for user mike.wilson from IP [ip_address]. Potential brute force attack.,Security,High,Restarted VPN authentication services. All remote users now able to connect successfully.,25-06-2025 10:36,Resolved,63
INCT576D,Security patch deployment required,Multiple failed login attempts detected for user john.doe from IP [ip_address]. Potential brute force attack.,Security,Low,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,01-04-2025 10:36,Resolved,60
INCG385N,Data breach investigation required,Multiple failed login attempts detected for user john.doe from IP [ip_address]. Potential brute force attack.,Security,Medium,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,29-05-2025 10:36,Closed,43
INCJ408V,Firewall rule review required,Multiple failed login attempts detected for user john.doe from IP [ip_address]. Potential brute force attack.,Security,Critical,Fixed antivirus update service and deployed latest definitions to all 26 workstations.,11-08-2025 10:36,Closed,66
INCI587H,Malware detected on workstation WS-004,Multiple failed login attempts detected for user john.doe from IP [ip_address]. Potential brute force attack.,Security,High,Fixed antivirus update service and deployed latest definitions to all 38 workstations.,25-07-2025 10:36,Closed,33
INCD738G,Malware detected on workstation WS-002,Multiple failed login attempts detected for user john.doe from IP [ip_address]. Potential brute force attack.,Security,Medium,Renewed SSL certificate for app.company.com. Certificate installed and verified across all services.,20-06-2025 10:36,Closed,40
INCQ572V,VPN connection issues for remote users,Multiple failed login attempts detected for user jane.smith from IP [ip_address]. Potential brute force attack.,Security,High,Renewed SSL certificate for api.company.com. Certificate installed and verified across all services.,23-04-2025 10:36,Resolved,21
INCL131Y,Firewall rule review required,Multiple failed login attempts detected for user jane.smith from IP [ip_address]. Potential brute force attack.,Security,Critical,Renewed SSL certificate for mail.company.com. Certificate installed and verified across all services.,02-09-2025 10:36,Resolved,29
INCM406W,SSL certificate expiring for mail.company.com,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,High,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,02-12-2025 10:36,Resolved,57
INCN514B,Data breach investigation required,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,Low,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,02-04-2025 10:36,Closed,60
INCE076P,Malware detected on workstation WS-001,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,High,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,06-01-2026 10:36,Closed,2
INCP492G,VPN connection issues for remote users,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,Low,Contained potential breach. Conducted forensic analysis and implemented additional monitoring.,04-12-2025 10:36,Resolved,17
INCU603V,Antivirus signature update failed,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,Low,Fixed antivirus update service and deployed latest definitions to all 17 workstations.,26-05-2025 10:36,Closed,26
INCI045A,Phishing email reported by user,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,High,Renewed SSL certificate for api.company.com. Certificate installed and verified across all services.,23-02-2026 10:36,Resolved,23
INCL062M,SSL certificate expiring for company.com,Multiple failed login attempts detected for user david.brown from IP [ip_address]. Potential brute force attack.,Security,Medium,Renewed SSL certificate for app.company.com. Certificate installed and verified across all services.,04-04-2025 10:36,Closed,4
INCU310T,Database space running low - CustomerDB,Migration of UserDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,03-10-2025 10:36,Resolved,42
INCZ874N,Database migration failed for CustomerDB,Migration of UserDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,14-09-2025 10:36,Closed,39
INCP934S,Database space running low - InventoryDB,Migration of UserDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Medium,Resolved migration issues and successfully upgraded CustomerDB to version [new_version].,28-04-2025 10:36,Resolved,40
INCU801Y,Data corruption detected in AnalyticsDB,Migration of UserDB from version [old_version] to [new_version] failed during [stage] phase.,Database,High,Restored affected records from backup and ran full data integrity check. Corruption resolved.,25-01-2026 10:36,Resolved,14
INCA877Y,Database migration failed for InventoryDB,Migration of ProductionDB from version [old_version] to [new_version] failed during [stage] phase.,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,19-05-2025 10:36,Closed,24
INCH841B,Database backup failed for ProductionDB,Migration of ProductionDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Medium,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,13-03-2026 10:36,Resolved,35
INCW935Z,Data corruption detected in CustomerDB,Migration of ProductionDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Medium,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,03-08-2025 10:36,Closed,48
INCN462H,Database migration failed for ProductionDB,Migration of ProductionDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Low,Rebuilt indexes on [table_name] and optimized query execution plans. Performance improved 71%.,12-08-2025 10:36,Resolved,31
INCY074O,Database backup failed for UserDB,Migration of InventoryDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Medium,Restored affected records from backup and ran full data integrity check. Corruption resolved.,10-11-2025 10:36,Closed,2
INCK795S,Query performance degradation on CustomerDB,Migration of CustomerDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Medium,Configured transaction log backup and implemented log management. Log space issues resolved.,01-03-2026 10:36,Resolved,52
INCO388I,Database migration failed for InventoryDB,Migration of CustomerDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Critical,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,16-08-2025 10:36,Resolved,51
INCC609C,Database backup failed for ProductionDB,Migration of CustomerDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,04-08-2025 10:36,Closed,24
INCX347H,Database space running low - ProductionDB,Migration of AnalyticsDB from version [old_version] to [new_version] failed during [stage] phase.,Database,High,Configured transaction log backup and implemented log management. Log space issues resolved.,02-02-2026 10:36,Resolved,70
INCV434P,Data corruption detected in InventoryDB,Migration of AnalyticsDB from version [old_version] to [new_version] failed during [stage] phase.,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,07-10-2025 10:36,Resolved,45
INCC764Q,Hardware failure detected on MAIL-SRV-02,Memory consumption increasing steadily on PROD-WEB-01. 32GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,15-01-2026 10:36,Closed,53
INCG530L,Server down - APP-SRV-03,Memory consumption increasing steadily on PROD-WEB-01. 26GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Restarted Database Service service and verified functionality. Implemented monitoring alerts for early detection.,31-07-2025 10:36,Resolved,22
INCB706L,Power outage affecting datacenter rack R3,Memory consumption increasing steadily on PROD-WEB-01. 12GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,24-07-2025 10:36,Resolved,22
INCK638W,Disk space full on FILE-SRV-01,Memory consumption increasing steadily on MAIL-SRV-02. 23GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,10-09-2025 10:36,Closed,55
INCN179G,Memory leak detected on APP-SRV-03,Memory consumption increasing steadily on MAIL-SRV-02. 15GB RAM utilized. Application restart may be needed.,Infrastructure,Low,Restored network connectivity. Updated routing tables and verified server accessibility.,23-01-2026 10:36,Closed,23
INCT156Y,Server APP-SRV-03 not responding,Memory consumption increasing steadily on MAIL-SRV-02. 13GB RAM utilized. Application restart may be needed.,Infrastructure,Medium,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,01-06-2025 10:36,Closed,9
INCY164I,Storage array performance issues,Memory consumption increasing steadily on FILE-SRV-01. 32GB RAM utilized. Application restart may be needed.,Infrastructure,Medium,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,15-08-2025 10:36,Closed,46
INCP527O,Hardware failure detected on FILE-SRV-01,Memory consumption increasing steadily on FILE-SRV-01. 23GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Scheduled maintenance window. Successfully migrated VM with zero data loss.,13-01-2026 10:36,Closed,63
INCK937T,Storage array performance issues,Memory consumption increasing steadily on FILE-SRV-01. 22GB RAM utilized. Application restart may be needed.,Infrastructure,Low,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,06-12-2025 10:36,Closed,9
INCK096R,Backup failed for PROD-WEB-01,Memory consumption increasing steadily on DB-SERVER-02. 29GB RAM utilized. Application restart may be needed.,Infrastructure,Medium,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,12-12-2025 10:36,Closed,60
INCL976E,VM migration required for FILE-SRV-01,Memory consumption increasing steadily on DB-SERVER-02. 27GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,28-12-2025 10:36,Closed,59
INCW502O,Disk space full on APP-SRV-03,Memory consumption increasing steadily on DB-SERVER-02. 18GB RAM utilized. Application restart may be needed.,Infrastructure,High,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,21-12-2025 10:36,Closed,56
INCJ954V,Backup failed for APP-SRV-03,Memory consumption increasing steadily on DB-SERVER-02. 18GB RAM utilized. Application restart may be needed.,Infrastructure,Medium,Restarted Web Service service and verified functionality. Implemented monitoring alerts for early detection.,13-08-2025 10:36,Resolved,71
INCJ033H,Disk space full on APP-SRV-03,Memory consumption increasing steadily on DB-SERVER-02. 18GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Scheduled maintenance window. Successfully migrated VM with zero data loss.,22-11-2025 10:36,Closed,32
INCH069B,High CPU usage on MAIL-SRV-02,Memory consumption increasing steadily on DB-SERVER-02. 17GB RAM utilized. Application restart may be needed.,Infrastructure,Low,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,12-01-2026 10:36,Closed,47
INCZ376N,Server MAIL-SRV-02 not responding,Memory consumption increasing steadily on DB-SERVER-02. 12GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,22-03-2025 10:36,Closed,24
INCU268F,Memory leak detected on APP-SRV-03,Memory consumption increasing steadily on DB-SERVER-02. 12GB RAM utilized. Application restart may be needed.,Infrastructure,Medium,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,24-03-2025 10:36,Closed,62
INCY688I,High CPU usage on PROD-WEB-01,Memory consumption increasing steadily on APP-SRV-03. 23GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Restored network connectivity. Updated routing tables and verified server accessibility.,29-04-2025 10:36,Closed,26
INCZ302X,Backup failed for MAIL-SRV-02,Memory consumption increasing steadily on APP-SRV-03. 23GB RAM utilized. Application restart may be needed.,Infrastructure,Low,Scheduled maintenance window. Successfully migrated VM with zero data loss.,18-07-2025 10:36,Resolved,32
INCD414A,Backup failed for FILE-SRV-01,Memory consumption increasing steadily on APP-SRV-03. 13GB RAM utilized. Application restart may be needed.,Infrastructure,Low,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,22-12-2025 10:36,Closed,70
INCZ892H,Wireless connectivity issues in [area],Interface [interface] showing 95% bandwidth utilization. Network congestion detected.,Network,Low,Improved ventilation and cleaned equipment fans. Temperature normalized in Building B.,16-02-2026 10:36,Resolved,35
INCN888X,VLAN configuration error on SW-MGMT-01,Interface [interface] showing 94% bandwidth utilization. Network congestion detected.,Network,Medium,Optimized QoS settings and upgraded interface capacity. Latency reduced to 710ms.,21-12-2025 10:36,Closed,44
INCS306U,DNS resolution failures for api.company.com,Interface [interface] showing 91% bandwidth utilization. Network congestion detected.,Network,Medium,Optimized QoS settings and upgraded interface capacity. Latency reduced to 956ms.,23-02-2026 10:36,Resolved,13
INCX648A,VLAN configuration error on SW-MGMT-01,Interface [interface] showing 86% bandwidth utilization. Network congestion detected.,Network,High,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,11-10-2025 10:36,Resolved,20
